,title,author,abstract,publication_year,doi,key,label_included,search,record_id
783,Elevated C-reactive protein in depression: A predictor of good long-term outcome with antidepressants and poor outcome with psychotherapy.,"Harley, J.; Luty, S.; Carter, J.; Mulder, R.; Joyce, P.","Depression has been associated with elevated levels of C-reactive protein (CRP). CRP is synthesized in and released from the liver in response to pro inflammatory cytokines, and the concentration of CRP is used as an index of inflammation. Using CRP levels, we compared the treatment outcomes of depressed patients who were defined as having inflammation with those who did not show evidence of acute inflammation. Treatment outcomes were examined in two consecutively recruited samples of depressed patients; one a randomized trial of nortriptyline and fluoxetine and the other a randomized trial of interpersonal psychotherapy. CRP results were available for 178 of the 195 patients in the antidepressant study and 168 of the 177 patients in the psychotherapy trial. The psychotherapy trial was structured to involve 8-19 sessions of either interpersonal psychotherapy or cognitive behavioral therapy over a 16-week period. We chose a comparable time, 20 weeks after initial randomization to antidepressants, for the other trial. The multiple regression analysis demonstrated a significant interaction between CRP status and treatment received. In a second cohort of patients treated with psychotherapy, the outcome of patients with elevated CRP was poorer. We have identified elevated CRP as a candidate peripheral biomarker for good long-term outcome after treatment with antidepressants. In a second cohort of patients treated with psychotherapy, the outcome of patients with elevated CRP was poorer. This indicates the existence of a subgroup of depressed patients that antidepressant medication is preferable to psychotherapy. These patients could be identified using CRP concentrations, an assay that is cheap and is routinely performed by hospital and community health laboratories. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,8EE6XVP9,0,behavior,784
784,Diagnosis of personality disorders: A case study,"Silverstein, M. L.","In this article, I report a case highlighting diagnostic uncertainty about psychopathology on both Axes I and II. It concerns in part the problem of comorbidity in relation to diagnostic classification of Axis II personality disorders. After commenting on these uncertainties in relation to categorical and dimensional models, I also consider a psychoanalytic explanation to illustrate an example in which a theoretical model informs diagnostic interviewing. I emphasize how the clinical information that unfolds from an interview based on this theoretical model generates inferences about psychopathology that extend clinical understanding beyond the formal diagnostic assessment of Axes I and II disorders and assessment by self-report. Copyright \textcopyright 2007, Lawrence Erlbaum Associates, Inc.",2007.0,10/cr5mx3,FHGP7XEY,0,psychodynamic,785
785,Seasonal severity of depressive symptoms as a predictor of health service use in a community-based sample.,"Vigod, Simone N.; Levitt, Anthony J.","OBJECTIVE: To determine whether severity of seasonal depressive symptoms is an independent predictor of depression-specific health service use. METHODS: Cross-sectional telephone survey evaluating mood-related symptom changes across seasons using a structured interview based on the World Mental Health Composite International Diagnostic Interview, in a community sample representative of the province of Ontario, Canada (N = 1605). This study focuses on the 625 individuals (out of a total of 1605 interviewed) who screened positive for lifetime depressive symptoms. Severity of seasonal symptoms of depression (or seasonality ) was measured using the Seasonal Depression Severity (SDS) score (range 0-36). The primary outcome was lifetime depression-specific use of health services from a physician (family physician or psychiatrist). Lifetime psychotropic medication use, use of health services from a non-physician therapist, and psychiatric hospitalization were secondary outcomes. Other important variables that are known to predict depression-specific health service use were considered in multivariable analysis. RESULTS: In our sample of individuals with depressive symptoms, those who had used physician health services had higher SDS scores than non-users (11.5 (SD 7.2) vs. 9.7 (SD 6.4), t(616) = 3.182, P = 0.001). In multivariable analysis, SDS score was independently associated with depression-specific health service use by a physician (OR = 1.04, 95 \% CI 1.01-1.07, p = 0.004). The relationship between seasonality and use of psychotropic medication use was similar (OR = 1.04, 95 \% CI 1.01-1.07, p = 0.007). CONCLUSIONS: Seasonality was independently associated with depression-specific health service use for individuals with depressive symptoms. The results imply that greater seasonality may independently reflect increased severity and need for treatment of depression.",2011.0,10.1016/j.jpsychires.2010.10.004,62XTB5E8,0,cognitive_additional,786
786,Play as learning.,"Jackson, Dorothy W.; Angelino, Henry R.","Defines and discusses several theories of play and playful behavior. Classical views of play are reviewed (e.g., the excess energy, relaxation, pre-exercise, and recapitulation theories), along with more recent dynamic theories of psychoanalytic, behavioristic, affective, and cognitive origins. Play is defined as stimulus-seeking behavior motivated by a drive for arousal originating within the individual and not externally imposed. Play is determined and limited by both the cultural context and the individual's developmental level, is essential to development, and does not occur in children or adults if basic needs such as food, health, and security are not satisfied. (29 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,8K7DF5FG,0,psychodynamic,787
787,Borderline and schizotypal personality disorders treated with low-dose thiothixene vs placebo.,"Goldberg, S. C.; Schulz, S. C.; Schulz, P. M.; Resnick, R. J.; Hamer, R. M.; Friedel, R. O.","Fifty outpatients with borderline and/or schizotypal personality disorder were randomly allocated to thiothixene (Navane) or placebo treatment that was continued for 12 weeks. The mean daily dosage of thiothixene hydrochloride in the final week of the study was 8.7 mg, a lower dosage than is used in outpatient schizophrenics. Significant drug-placebo differences were found, regardless of diagnosis, on illusions, ideas of reference, psychoticism, obsessive-compulsive symptoms, and phobic anxiety, but not on depression. Thiothixene seems to have more than an antipsychotic effect. Since response to treatment studies are a means for reformulating diagnostic concepts, we suggest a subdiagnosis defined by those symptoms that are drug-responsive, some of which are not included in current diagnostic criteria. Patients with borderline and schizotypal disorder without the foregoing symptoms probably would not profit from thiothixene and might needlessly be placed at risk for adverse drug effects.",1986.0,,HAIP6G4K,0,personality,788
788,The effects of a telehealth coping skills intervention on outcomes in chronic obstructive pulmonary disease: primary results from the INSPIRE-II study,"Blumenthal, J. A.; Emery, C. F.; Smith, P. J.; Keefe, F. J.; Welty-Wolf, K.; Mabe, S.; Martinu, T.; Johnson, J. J.; Babyak, M. A.; O'Hayer, V. F.; Diaz, P. T.; Durheim, M.; Baucom, D.; Palmer, S. M.",,2014.0,10.1097/PSY.0000000000000101,N5TNNBCJ,0,behavior,789
789,Moral development.,"Hoffman, Martin L.","stage theories / moral-cognitive development / Kohlberg's universal stage model moral motivation and affect development / Hoffman's empathy scheme moral internalization theories / psychoanalytic theory / social-learning theory / attribution theory / cognitive-development theory / affective-cognitive synthesis influence of socialization on moral development (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1988.0,,LBWLBCZW,0,psychodynamic,790
790,A systematic review of the role of the brief behavioural intervention in the management of chronic pain,"Yashpal, N.; Harmon, D.","Introduction: As physicians, one of our biggest challenges is affecting long term change in patient behaviour. A brief behavioural intervention (BI) is designed to modify and affect a patient's actions with their own health in mind. This is different to the traditional model of change where a direct intervention, is provided to the patient. BI's have a proven role in behaviour change e.g. smoking cessation and their efficacy in the primary care setting is established through studies examining risk reduction for Cardiovascular Disease. This model of change may be applicable to chronic pain. Aim of investigation: We aim to assess the effect of the BI on patient behaviours and self reported pain scores. Methods: We performed an electronic search of PubMed, EBSCOhost, Cochrane Library and Ovid Online databases. Inclusion criteria: English language, randomized control trials, evaluation of chronic pain as an outcome. Exclusion criteria: none. Results: One trial met our criteria (n = 284), and compared the difference between a Multidisciplinary Approach Model and BI for self reported pain scores. Length of time for participants to return to work was their primary endpoint, and they found similar results in both trial arms. Conclusions: While the literature on BI in chronic pain is limited, there is evidence of its efficacy in domains outside of pain that involve endpoints in chronic pain co‐morbidities, including depression and post‐traumatic stress disorder. In this instance, there is evidence that BI is as effective as a multidisciplinary model. Further studies need to examine baseline patient characteristics (moderators) and during treatment factors (mediators), and their effects on efficacy of brief interventions in the chronic pain setting.",2017.0,10/ghbqdg,VUSK7JJL,0,additional,791
791,Trauma and the soul: A psycho-spiritual approach to human development and its interruption.,"Kalsched, Donald","In Trauma and the Soul, Donald Kalsched continues die exploration he began in his first book, The Inner World of Trauma (1996)-this time going further into the mystical or spiritual moments that often occur around the intimacies of psychoanalytic work. Through extended clinical vignettes, including therapeutic dialogue and dreams, he shows how depth psychotherapy with trauma's survivors can open both analytic partners to another world of non-ordinary reality in which daimonic powers reside, both light and dark. This mytho-poetic world, he suggests, is not simply a defensive product of our struggle with the harsh realties of living as Freud suggested, but is an everlasting fact of human experience-a mystery that is often at the very center of the healing process, and yet at other times, strangely resists it. With these two worlds in focus, Kalsched explores a variety of themes as he builds, chapter by chapter, an integrated psycho-spiritual approach to trauma and its treatment including: 1) Images of the lost soul-child in dreams and how this child represents an essential core of aliveness that is both protected and persecuted by the psyche's defenses; 2) Dante's guided descent into the Inferno of Hell as a paradigm for the psychotherapy process and its inevitable struggle with self-destructive energies; 3) Childhood innocence and its central role in a person's spiritual life, seen through the story of St. Exupery's The Little Prince; 4) How clinical attention to implicit processes in the relational field, as well as discoveries in body-based affective neuroscience are making trauma treatment more effective; 5) the life of C.G. Jung as it portrays his early trauma, his soul's retreat into an inner sanctuary, and his gradual recovery of wholeness through the integration of his divided self. This is a book that restores the mystery to psychoanalytic work. It tells stories of ordinary patients and ordinary psychotherapists who, through working together, glimpse the reality of the human soul and the depth of the spirit, and are changed by the experience. Trauma and the Soul will be of particular interest to practicing psychotherapists, psychoanalysts, analytical psychologists, and expressive arts therapists, including those with a spiritual orientation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013.0,,BVDW69WU,0,psychodynamic,792
792,Measuring negative body image : Validation of the Body Image Disturbance Questionnaire in a nonclinical population.,"Cash, Thomas F.; Phillips, Katharine A.; Santos, Melanie T.; Hrabosky, Joshua I.","Despite numerous measures of facets of the body image construct, no single assessment broadly measures a continuum of body image disturbance. Accordingly, this study developed the Body Image Disturbance Questionnaire (BIDQ), derived from the Body Dysmorphic Disorder Questionnaire. Participants were 220 college women and 75 college men who completed an online survey containing this new assessment and established measures of body image and psychosocial functioning. Results confirmed that the Body Image Disturbance Questionnaire was internally consistent and free of impression-management response bias. For both sexes, the measure converged appropriately with other body image indices (evaluation, affect, investment, and impact), was positively correlated with depression, social anxiety, and eating disturbance. Scores on this assessment also predicted psychosocial functioning above and beyond body dissatisfaction as a predictor. Greater body image disturbance was observed among women than men, among heavier than lighter women, and among White than African American women. Limitations and future research implications are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,WH95EK25,0,cognitive,793
793,Maternal attachment: Associations with diabetes and psychosocial adjustment during adolescence.,"Korbel, Carolyn D.","The goal of this research was to understand how adolescent maternal attachment was associated with type 1 diabetes and psychosocial adjustment among 11- to 16-year-olds with diabetes. Understanding the factors that facilitate positive diabetes (i.e. adherence and metabolic control) and psychosocial adjustment (i.e. symptoms of depression) is critical as adherence and metabolic control typically deteriorate during adolescence. One hundred adolescents completed measures of attachment, adherence, depression, parental diabetes responsibility, and emotion regulation. Metabolic control data were gathered from medical records. Results indicated that maternal attachment was consistently associated with depression. Attachment security was associated with lower levels of depression, while both attachment anxiety and avoidance were associated with higher levels of depression. Attachment anxiety was associated with poorer metabolic control and marginally poorer levels of adherence. Attachment avoidance was marginally associated with poorer adherence, but an interaction with age revealed this occurred for younger participants. Mediation analyses were conducted to explore potential mechanisms for these associations. Although attachment representations were associated with parental diabetes responsibility such that mothers were more involved among those with greater attachment anxiety and less involved among those with greater attachment avoidance, diabetes responsibility did not mediate associations with adjustment. Attachment representations were also associated with expected patterns of emotion-regulation. Secure attachment was associated with lower autonomic reactivity, less suppression of emotions, and greater use of cognitive analysis and positive reframing for coping. Attachment anxiety was associated with greater autonomic reactivity and slower falling reactivity, without any evidence of heightened emotional or cognitive regulation tendencies to buffer such reactivity. Avoidant attachment was not significantly correlated with any emotion regulation strategy. Autonomic reactivity mediated associations between anxious attachment and depression, although no other emotion-regulation variable was found to mediate associations between attachment representations and adjustment. Findings support the importance of the mother-adolescent attachment relationship in type 1 diabetes management during adolescence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2010.0,,DL97RFNT,0,psychodynamic,794
794,"The relationship between interpersonal problems, therapeutic alliance, and outcomes following group and individual cognitive behaviour therapy","McEvoy, P. M.; Burgess, M. M.; Nathan, P.","Background Cognitive behavioural therapy (CBT) is efficacious, but there remains individual variability in outcomes. Patient's interpersonal problems may affect treatment outcomes, either directly or through a relationship mediated by helping alliance. Interpersonal problems may affect alliance and outcomes differentially in individual and group (CBGT) treatments. The main aim of this study was to investigate the relationship between interpersonal problems, alliance, dropout and outcomes for a clinical sample receiving either individual or group CBT for anxiety or depression in a community clinic. Methods Patients receiving individual CBT (N=84) or CBGT (N=115) completed measures of interpersonal problems, alliance, and disorder specific symptoms at the commencement and completion of CBT. Results In CBGT higher pre-treatment interpersonal problems were associated with increased risk of dropout and poorer outcomes. This relationship was not mediated by alliance. In individual CBT those who reported higher alliance were more likely to complete treatment, although alliance was not associated with symptom change, and interpersonal problems were not related to attrition or outcome. Limitations Allocation to group and individual therapy was non-random, so selection bias may have influenced these results. Some analyses were only powered to detect large effects. Helping alliance ratings were high, so range restriction may have obscured the relationship between helping alliance, attrition and outcomes. Conclusions Pre-treatment interpersonal problems increase risk of dropout and predict poorer outcomes in CBGT, but not in individual CBT, and this relationship is not mediated by helping alliance. Stronger alliance is associated with treatment completion in individual, but not group CBT. \ \textcopyright \ 2014 Elsevier B.V.",2014.0,,MKS3CFKE,0,behavior,795
795,Work and marital status in relation to depressive symptoms and social support among women with coronary artery disease,"Blom, M.; Georgiades, A.; Lszl","Background: Work and marital status have been shown to be associated with health outcome in women. However, the effect of employment and marriage on psychosocial functioning has been studied predominantly in healthy subjects. We investigated whether work and marital status are associated with depressive symptoms, social support, and daily stress behavior in women with coronary artery disease (CAD). Methods: Data of 105 women with CAD and of working age were analyzed. General linear models were used to determine the association between work and marital status and depressive symptoms, social support, and daily stress behavior. Results: Women who were working at the time of measurement had lower levels of depressive symptoms (7.0 ± 1.2 vs. 12.1 ± 0.9, p \textless 0.01) and higher levels of social support (21.6 ± 1.0 vs. 18.9 ± 0.7, p = 0.03) than the nonworking women, whereas marital status was not related to any of the outcome variables. Results were similar after adjusting for potential confounders, that is, age, education, self-reported health, and risk factors for CAD. There was no significant interaction between marital status and working status on depressive symptoms, social support, or daily stress behavior. Conclusions: In women with CAD, all \textless 65 years of age, after a cardiac event, patients working had lower levels of depressive symptoms and a better social integration than those not working, regardless of reason for being nonemployed. Daily stress behavior, depression, and social support did not differ between cohabiting and not cohabiting women. Future interventions should take into consideration that women with CAD who are unemployed may have a higher risk for depression and social isolation and, therefore, poor clinical outcomes. \textcopyright 2007 Mary Ann Liebert, Inc.",2007.0,10.1089/jwh.2006.0191,2T9AGWZW,0,diathesis,796
796,Parental schemas in youngsters referred for antisocial behaviour problems demonstrating depressive symptoms,,"Based on schema theory, this study aimed to investigate parental schemas in a sample of depressed and non-depressed youngsters referred for antisocial behaviour problems and in a non-depressed non-referred control group. A sample of 82 children and adolescents (aged 8 - 18 years) filled out the Children's Depression Inventory and the Young Parenting Inventory Mother (YPI-Mother) and Father (YPI-Father). On both the YPI-Mother and the YPI-Father, differences between groups were situated in the schema domain disconnection/rejection. On the YPI-Mother the referred depressed group scored higher than both non-depressed groups for the maladaptive schema defectiveness/shame. On the YPI-Father, the referred depressed group scored higher than both non-depressed groups for the maladaptive schemas abandonment/ instability, emotional deprivation, and defectiveness/shame. Referred antisocial youngsters who demonstrate depressive symptoms perceive their parents as more cold, instable, unreliable, and unpredictable than do non-depressed controls. In treatment of antisocial youngsters the existence of a depressive subgroup characterized by specific parental schemas should be recognised.",2007.0,10/d6qzsw,WD4BDUP3,0,psychodynamic,797
797,Some Problems in the Psychotherapy of the Psychoses.,"McIntyre, W. M.",,1965.0,,XZLA9JC9,0,psychodynamic,798
798,Use of empirically supported treatments with depressed adolescents.,"Kapalka, George M.","Reviews the book, Treatments for adolescent depression: Theory and practice, edited by Cecilia A. Essau (see record 2009-08717-000). Depression in adolescents has often been overlooked by parents and mental health professionals alike, and identifying effective treatments for adolescent depression has been difficult. Essau's latest edited volume reviews treatments for adolescent depression and is likely to be welcomed by mental health practitioners who work with this population. The book is divided into five parts, covering such topics as epidemiological and diagnostic issues; cognitive-behavioral therapies and related approaches; and family interventions, psychodynamic psychotherapy, and pharmacotherapy. The book concludes with a discussion of progress and unresolved issues in the treatment of adolescent depression. Overall, this volume is quite satisfying, and psychologists are likely to find much to like. However, there are some weaknesses. For example, while some treatment approaches are explained in much detail, others are covered in only a brief overview. In addition, the book appears to focus on treatments mostly applicable to mild-to-moderate levels of depression. On balance, however, Treatments for adolescent depression works well and is likely to be a welcome addition to the library of any psychologist who works with teenagers. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,JV7CHXMU,0,psychodynamic,799
799,Psychological sequelae of torture and organised violence suffered by refugees from Iraq: Trauma-related factors compared with social factors in exile,"Gorst-Unsworth, C.; Goldenberg, E.","Background: Refugees who have suffered traumatic events present complex therapeutic challenges to health professionals. There is little research into post, exile factors that may be amenable to change, and therefore reduce morbidity. We examined the importance of social factors in exile and of trauma factors in producing the different elements of psychological sequelae of severe trauma. Method: Eighty-four male Iraqi refugees were interviewed. Adverse events and level of social support were measured. Various measures of psychological morbidity were applied, all of which have been used in previous trauma research. Results: Social factors in exile, particularly the level of 'affective' social support, proved important in determining the severity of both post-traumatic stress disorder and depressive reactions, particularly when combined with a severe level of trauma/torture. Poor social support is a stronger predictor of depressive morbidity than trauma factors. Conclusions: Some of the most important factors in producing psychological morbidity in refugees may be alleviated by planned, integrated rehabilitation programmes and attention to social support and family reunion.",1998.0,,HWM7GFZA,0,diathesis,800
800,Effect of gender on suicide attempters versus nonattempters in an adolescent inpatient unit.,"Fennig, Silvana; Geva, Keren; Zalzman, Gil; Weitzman, Abraham; Fennig, Shmuel; Apter, Alan","Background: Although gender differences have been noted in the risk factors for suicide and attempted suicide, comparative studies to date have used only 2 groups and a limited number of measures. The present study compared the effect of gender on suicide among 4 groups of psychiatrically hospitalized adolescents using a cross-sectional design. Methods: The study sample consisted of 404 patients, aged between 12 and 21, who were divided into 4 groups: 76 male suicide attempters, 103 male nonattempters, 143 female suicide attempters, and 82 female nonattempters. Patients were tested for life events, affective disorders, aggression, impulsivity, ego defense mechanisms, and death perception with the Child Suicide Potential Scale, Beck Depression Inventory, State-Trait Anxiety Inventory, Overt Aggression Scale, Multidimensional Anger Inventory, Impulsivity Control Scale, and Life Style Index. Findings were analyzed by multivariate regression with stepwise logistic models. Results: Depression and anxiety were more prevalent in female nonattempters than in male nonattempters; there were no such gender differences among the attempters. Antisocial behavior was more prevalent in male attempters than in female attempters; there were no gender differences on this aspect among the nonattempters. There were gender differences for defense mechanisms in the attempters. Logistic regression models for men and women separately revealed that antisocial behavior and anxiety were common predictors of suicide attempt, that destructiveness was a predictor in women only, and that depression was associated with suicide attempt in men only. Conclusions: Suicide-prone female and male adolescent inpatients show distinct differences in psychopathology, ego defense mechanisms, and life events compared to psychiatrically hospitalized adolescents without any history of suicide attempt. Any deviation from a gender-specific behavior must raise suspicion of a risk of attempted suicide. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,Z4VU5X48,0,cognitive,801
801,Sociotropy-autonomy and interpersonal problems.,"Sato, Toru; McCann, Doug","Sociotropy and autonomy are conceptualized as two personality dimensions that relate to an individual's vulnerability to depression. Sociotropy is characterized as an excessive investment in interpersonal relationships, and autonomy is characterized as an excessive concern with personal achievement and control. This study examined the relationships between sociotropy and autonomy, and a variety of interpersonal problems with close and nonclose others. Results suggested that sociotropic individuals are overly nurturant to nonclose others but vindictive to individuals who are close to them. In contrast, autonomous individuals were found to be domineering to nonclose others but socially avoidant toward people close to them. These findings are discussed in the context of recent research regarding the interpersonal patterns associated with sociotropy and autonomy.",2007.0,10.1002/da.20230,IX36P2ME,0,personality,802
802,Functioning before and after a major depressive episode: pre-existing vulnerability or scar? A prospective three-wave population-based study,"Bos, E. H.; Ten Have, M.; van Dorsselaer, S.; Jeronimus, B. F.; de Graaf, R.; de Jonge, P.","BACKGROUND: The vulnerability hypothesis suggests that impairments after remission of depressive episodes reflect a pre-existing vulnerability, while the scar hypothesis proposes that depression leaves residual impairments that confer risk of subsequent episodes. We prospectively examined vulnerability and scar effects in mental and physical functioning in a representative Dutch population sample. METHODS: Three waves were used from the Netherlands Mental Health Survey and Incidence Study-2, a population-based study with a 6-years follow-up. Mental and physical functioning were assessed with the Medical Outcomes Study Short Form (SF-36). Major depressive disorder (MDD) was assessed with the Composite International Diagnostic Interview 3.0. Vulnerability effects were examined by comparing healthy controls (n = 2826) with individuals who developed a first-onset depressive episode during first follow-up but did not have a lifetime diagnosis of MDD at baseline (n = 181). Scarring effects were examined by comparing pre- and post-morbid functioning in individuals who developed a depressive episode after baseline that was remitted at the third wave (n = 108). RESULTS: Both mental (B = -5.4, s.e. = 0.9, p < 0.001) and physical functioning (B = -8.2, s.e. = 1.1, p < 0.001) at baseline were lower in individuals who developed a first depressive episode after baseline compared with healthy controls. This effect was most pronounced in people who developed a severe episode. No firm evidence of scarring in mental or physical functioning was found. In unadjusted analyses, physical functioning was still lowered post-morbidly (B = -5.1, s.e. = 2.1, p = 0.014), but this effect disappeared in adjusted analyses. CONCLUSIONS: Functional impairments after remission of depression seem to reflect a pre-existing vulnerability rather than a scar.",2018.0,10.1017/s0033291717003798,WR9F6T9C,0,additional,803
803,Managing inadequate antidepressant response in depressive illness.,"Haddad, Peter M.; Talbot, Peter S.; Anderson, Ian M.; McAllister-Williams, R. Hamish","INTRODUCTION OR BACKGROUND: Depression frequently fails to respond to initial treatment. SOURCES OF DATA: Predominantly meta-analyses and RCTs but supplemented where necessary by additional data and the authors' clinical experience. AREAS OF AGREEMENT: A systematic assessment to identify remedial causes of poor response should be followed by planned sequential treatment trials. Joint decision making by the patient and clinician is essential. Strategies with the strongest support are antidepressant augmentation with lithium or second generation antipsychotics and adding cognitive behavioural treatment. Electroconvulsive therapy is highly effective in resistant depression but there is a high relapse rate when treatment ends. AREAS OF CONTROVERSY: Some pharmacological strategies have inconsistent data (e.g. antidepressant combinations, T3 augmentation) or limited preliminary data (e.g. ketamine, antidepressant augmentation with pramipexole). The efficacy of vagus nerve stimulation, deep brain stimulation and repetitive transcranial magnetic stimulation is unclear. GROWING POINTS: A greater understanding of the causes of depression may assist the development of more effective treatments. AREAS TIMELY FOR DEVELOPING RESEARCH: Role of glutamate antagonists and psychological treatments, other than cognitive behavioural therapy, as adjunctive treatments.",2015.0,10.1093/bmb/ldv034,9UJCNWN5,0,cognitive,804
804,"The association between olfactory bulb volume, cognitive dysfunction, physical disability and depression in multiple sclerosis","Yaldizli, O.; Penner, I. K.; Yonekawa, T.; Naegelin, Y.; Kuhle, J.; Pardini, M.; Chard, D. T.; Stippich, C.; Kira, J. I.; Bendfeldt, K.; Amann, M.; Radue, E. W.; Kappos, L.; Sprenger, T.",,2016.0,,4WRY9JXU,0,behavior,805
805,Spontaneous EEG activity and spontaneous emotion regulation.,"Tortella-Feliu, M.; Morillas-Romero, A.; Balle, M.; Llabres, J.; Bornas, X.; Putman, P.","Variability in both frontal and parietal spontaneous EEG activity, using alpha and beta band power and theta/beta and delta/beta ratios, was explored in a sample of 96 healthy volunteers as a potential correlate of individual differences in spontaneous emotion regulation (SER). Following a baseline EEG recording, participants were asked to continuously rate their discomfort while looking at affective pictures, as well as for a period of time after exposure. Greater spontaneous beta band power in parietal locations, lower frontal and parietal delta/beta ratios, and lower parietal theta/beta ratio were associated with lower ratings of discomfort after the offset of unpleasant pictures. Moreover, lower parietal delta/beta ratio was also related to less time needed to recover from discomfort after exposure to aversive pictures, while only a greater frontal and parietal alpha band power appeared to be associated with faster recovery from discomfort induced by normative-neutral pictures. However, parietal delta/beta ratio was the only predictor of both minimum discomfort ratings and time needed to downregulate following exposure to unpleasant pictures, and frontal alpha band power the only spontaneous EEG index that predicted variability in spontaneous down-regulation after the exposure to normative-neutral pictures. Results are discussed focusing on the utility of diverse spontaneous EEG measures in several cortical regions when capturing trait-like individual differences in emotion regulation capabilities and processes.",2014.0,10.1016/j.ijpsycho.2014.09.003,IDDPT49A,0,cognitive_additional,806
806,Maternal prenatal anxiety and downregulation of placental 11$\beta$-HSD2,"O'Donnell, K. J. and","Background: Raised maternal anxiety during pregnancy is associated with increased risk of adverse neurodevelopmental outcomes for her child. The mechanisms underlying this are not known but animal studies suggest prenatal stress may alter the function of the placenta. Here we determined whether maternal prenatal anxiety was associated with a downregulation of placental 11$\beta$-hydroxysteroid dehydrogenase type 2 (11$\beta$-HSD2), the enzyme which metabolises cortisol. Methods: We recruited mothers the day before delivery by elective caesarean, and gave them the Spielberger Trait and State anxiety and Edinburgh Depression self-rating scales. Placentae were collected and aliquots stored for later analysis. Results: Prenatal Trait anxiety was negatively correlated with placental 11$\beta$-HSD2 mRNA expression (r= -0.40, p \textless 0.01, n= 56). Results were similar with male and female fetuses (r= -0.39, p= 0.04, n= 28; r= -0.40, p= 0.03, n= 28) respectively. Results were also significant with State anxiety (r= -0.27, p= 0.05, n= 56) but somewhat weaker for depression (r= -0.20, p= 0.13, n= 56). Preliminary analyses on a subset of cases (n= 25) suggested parallel results for enzyme activity. Conclusions: These findings provide evidence for an association between prenatal maternal mood and downregulation of placental 11$\beta$-HSD2. Results are consistent with raised maternal anxiety being associated with increased fetal exposure to maternal cortisol, and support the hypothesis that this may be one mechanism underlying fetal programming by prenatal stress. \textcopyright 2011 Elsevier Ltd.",2012.0,10.1016/j.psyneuen.2011.09.014,R9MIDA72,0,diathesis,807
807,"From the laboratory to the 'bedside': Insights from empirical science, new randomised controlled trials and health services research. Part I.","P, Hay; T, Wade; S, Byrne; S, Touyz; A, Manuel; J, Treasure",,2013.0,10.1177/0004867412486854,GVWHVX8N,0,cognitive_additional,808
808,Impact of an electronic cigarette on smoking reduction and cessation in schizophrenic smokers: a prospective 12-month pilot study.,"Caponnetto, P.; Auditore, R.; Russo, C.; Cappello, G. C.; Polosa, R.; P, Caponnetto; R, Auditore; C, Russo; Gc, Cappello; R, Polosa","Background: Cigarette smoking is a tough addiction to break. This dependence is the most common dual diagnosis for individuals with schizophrenia. Currently three effective drugs are approved for smoking cessation: nicotine replacement therapy (NRT), varenicline and bupropion. However, some serious side effects of varenicline have been reported, including depression, suicidal thoughts, and suicide. The use of bupropion also has side effects. It should not be used by people who have epilepsy or any condition that lowers the seizure threshold, nor by people who take a specific class of drugs called monoamine oxidase inhibitors. Hence, there are pharmacodynamic reason to believe they could precipitate or exacerbate psychosis. For its capacity to deliver nicotine and provide a coping mechanism for conditioned smoking cues by replacing some of the rituals associated with smoking gestures, electronic-cigarettes may reduce nicotine withdrawal symptoms without serious side effects. Our recent work with ECs in healthy smokers not intending to quit consistently show surprisingly high success rates. We hypothesised that these positive findings could be replicated in difficult patients with schizophrenia This tool may help smokers with schizophrenia remain abstinent during their quitting attempts or to reduce cigarette consumption. Efficacy and safety of these devices in long-term smoking cessation and/or smoking reduction studies have never been investigated for this special population. Methods: In this study we monitored possible modifications in smoking habits of smokers (not intending to quit) with schizophrenia experimenting with the Categoria e-Cigarette with a focus on smoking reduction and smoking abstinence. Study participants were invited to attend six study visits: at baseline, week-4, week-8, week-12 week-24 and week 52. Product use, number of cigarettes smoked, carbon monoxide in exhaled breath (eCO) and positive and negative symptoms of schizophrenia levels were measured at each visit. Smoking reduction and abstinence rates were calculated. Adverse events were also reviewed. Results: Sustained 50 \% reduction in the number of cig/day at week-52 was shown in 7/14 (50 \% ) participants; their median of 30 cig/day decreasing significantly to cig/day (p = 0.018). Sustained smoking abstinence at week-52 was observed in 2/14 (14.3 \% ) participants. Combined sustained 50 \% reduction and smoking abstinence was shown in 9/14 (64.3 \% ) participants. Nausea was observed in 2/14 (14.4 \% ) of participants, throat irritation in 2/14 (14.4 \% ) of participants, headache in 2/14 (14.4 \% ) of participants, and dry cough in 4/14 (28.6 \% ) of participants. However, these adverse events diminished substantially by week-24. Overall, one to two cartridges/day were used throughout the study. Positive and negative symptoms of schizophrenia are not increased after smoking reduction/cessation in patients using e-cigarettes. Conclusions: We have shown for the first time that the use of e-cigarette substantially decreased cigarette consumption without causing significant side effects in chronic schizophrenic patients who smoke not intending to quit. This was achieved without negative impacts on the symptoms of schizophrenia as assessed by SAPS and SANS symptoms scales. \textcopyright 2013 by the authors; licensee MDPI, Basel, Switzerland.",2013.0,10.3390/ijerph10020446,84KSN95N,0,diathesis,809
