,record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
198,199,Availability and prescription practice of anti-malaria drugs in the private health sector in Yemen,"INTRODUCTION: Although the government of Yemen changed the national policy for treating malaria in November 2005 from chloroquine to combination drugs in the form of artesunate + sulphadoxine-pyrimethamine (SP) as first line and lumefantrine + artemether as second line treatment for uncomplicated malaria, clinicians in public and private health facilities continued to prescribe chloroquine because their knowledge about the new treatment policy was poor. METHODOLOGY: A non-randomized trial of pre- and post-evaluation of the training and reporting interventions about prescription behaviors and availability of anti-malaria drugs among clinicians and pharmacists in the private sector in three governorates in Yemen was conducted. RESULTS: Adherence of clinicians in the private sector to the new national guidelines for anti-malaria drugs improved from 21% in pre-intervention period to 38% after the intervention for artesunate + SP being prescribed as the first-line treatment. Prescription of lumefantrine + artemether as the second-line anti-malaria treatment was also improved from 18% before the intervention to 22% post-intervention. Unfortunately the combination of halofantrine + SP continued to be frequently prescribed by clinicians in Sana'a city (18%). Artesunate + SP and quinine are increasing their marketing significantly from 8% in the pre-intervention period to 22% post-intervention (P-value 0.001). CONCLUSIONS: The study provides evidence of usefulness of the training intervention on the national guidelines for malaria treatment. Additionally, the involvement of private health-care providers in reporting procedures will promote the rational prescription and availability of anti-malaria drugs.",0,0,
199,200,Improving Depression Care Through an Online Learning Collaborative,"Depression is a leading cause of disability worldwide, and many internists diagnose and treat depression. This study aimed to examine the impact of a practice improvement intervention on screening and managing patients with depression in primary care. This pre-post study design included a physician practice survey designed to capture what the physicians believed they were doing in practice, a chart audit tool to capture what physicians were actually doing in practice, and an intervention that included an evidence-based educational program, online toolkit, and practice improvement coaching conference calls that promoted group learning. Following completion of the intervention, participants increasingly used the Patient Health Questionnaire-9 to detect, diagnose, and gauge treatment success for depression and reported increased use of guidelines and team-based care. Although barriers to improving depression care exist, this study suggests that evidence-based quality improvement programs can positively affect practice.",0,0,
200,201,Helicobacter pylori management: how to improve the therapeutic confusion in practice,"There appears to be a disconnect between current guidelines for Helicobacter pylori testing and treatment, and clinical practice, including physician beliefs and actual prescribing patterns. In particular, there are markedly different approaches in primary and secondary care, and country-specific differences in eradication therapy for H pylori infection. Although most physicians do not believe that H pylori causes non-ulcer dyspepsia, the majority appear to prescribe eradication. Less information is available on the management of H pylori infection and gastro-esophageal reflux disease, and more marked differences in attitudes and practice occur in this condition. Even in peptic ulcer disease, where most clinicians both in primary and in secondary care believe H pylori should be eradicated, there is often a breakdown in the translation of this belief into practice. There is also confusion in terms of treatment regimens applied for H pylori eradication. Eradication regimens are less successful in practice than in clinical trials. Furthermore, a sizable proportion of patients with peptic ulcer remain symptomatic despite cure of the ulcer diathesis, which may undermine confidence. Therapeutic confusion about what to prescribe, side effects limiting compliance, bacterial resistance, and socioeconomic factors may all impair therapeutic success with eradication therapy in practice. Unfortunately, it has been well documented that guidelines alone are likely to have little or no impact in practice. Publication in a journal is unlikely to lead to effective implementation in primary care. On the basis of available evidence, clinical behaviour is most likely changed when guidelines are developed by the peer group of clinicians for whom they were intended, are disseminated through a specific educational program, and are implemented by applying, preferably during the consultation, specific reminders.",0,0,
201,202,"Short course of cognitive behavioural therapy may reduce health anxiety, say researchers","A short course of cognitive behavioural therapy delivered by nurses with minimal training would be an effective and relatively cheap way to reduce health anxiety in general medical clinics, researchers claim. Health anxiety or hypochondriasis places a substantial burden on health services because it leads to multiple consultations and investigations. Cognitive behavioural therapy is known to be an effective treatment for other anxiety disorders, but there are shortages of specialist therapists and long waiting lists for treatment. The Cognitive Behaviour Therapy for Health Anxiety in Medical Patients (CHAMP) study randomised 445 people with abnormal health anxiety who were attending gastroenterological, neurological, and respiratory medicine clinics in â€¦",0,0,
202,203,"Using Wearable Devices and Smartphones to Track Physical Activity: Initial Activation, Sustained Use, and Step Counts Across Sociodemographic Characteristics in a National Sample","Background: Interest in using wearable devices and smartphones to monitor daily health behaviors, such as physical activity, is growing (1, 2). Many large employers are using these technologies in workplace wellness programs (3). The precision medicine initiative has described how data collected by these technologies can be used to better target interventions. However, the characteristics of persons who use these devices are poorly understood. Objective: To describe rates of initial use of activity trackers, sustained use after 6 months, and step counts across different sociodemographic characteristics from a wellness program offered across the United States. Methods and Findings: Data on activity tracker use, mean daily step counts, and sociodemographic characteristics between 2014 and 2015 were obtained from Humana for insured persons with access to HumanaVitality (now Go365), a wellness program offered across the United States. Median household income from U.S. Census data was linked using ZIP code. Data were received deidentified and deemed exempt from review by the University of Pennsylvania Institutional Review Board.",0,0,
203,204,Herding: a new phenomenon affecting medical decision-making in multiple sclerosis care? Lessons learned from DIScUTIR MS,"PURPOSE: Herding is a phenomenon by which individuals follow the behavior of others rather than deciding independently on the basis of their own private information. A herding-like phenomenon can occur in multiple sclerosis (MS) when a neurologist follows a therapeutic recommendation by a colleague even though it is not supported by best practice clinical guidelines. Limited information is currently available on the role of herding in medical care. The objective of this study was to determine the prevalence (and its associated factors) of herding in the management of MS. METHODS: We conducted a study among neurologists with expertise in MS care throughout Spain. Participants answered questions regarding the management of 20 case scenarios commonly encountered in clinical practice and completed 3 surveys and 4 experimental paradigms based on behavioral economics. The herding experiment consisted of a case scenario of a 40-year-old woman who has been stable for 3 years on subcutaneous interferon and developed a self-limited neurological event. There were no new magnetic resonance imaging (MRI) lesions. Her neurological examination and disability scores were unchanged. She was advised by an MS neurologist to switch from interferon to fingolimod against best practice guidelines. Multivariable logistic regression analysis was conducted to evaluate factors associated with herding. RESULTS: Out of 161 neurologists who were invited to participate, 96 completed the study (response rate: 60%). Herding was present in 75 (78.1%), having a similar prevalence in MS experts and general neurologists (68.8% vs 82.8%"";"" P=0.12). In multivariate analyses, the number of MS patients seen per week was positively associated with herding (odds ratio [OR] 1.08, 95% CI 1.01-1.14). Conversely, physician's age, gender, years of practice, setting of practice, or risk preferences were not associated with herding. CONCLUSION: Herding was a common phenomenon affecting nearly 8 out of 10 neurologists caring for MS patients. Herding may affect medical decisions and lead to poorer outcomes in the management of MS.",0,0,
204,205,Low-value care: an intractable global problem with no quick fix,,0,0,
205,206,Nurses' representations of caring for intellectually disabled patients and perceived needs to ensure quality care,"AIMS AND OBJECTIVES: To explore nurses' representations of caring for people with an intellectual disability, intervention strategies they currently use, and to identify needs to ensure quality care. BACKGROUND: Nurses work in many environments and with diverse clienteles. Certain clienteles have needs that require specific approaches, such as persons who have an intellectual disability. The care offered to these patients can be influenced by the representations held by the nurses caring for them. DESIGN: Qualitative descriptive study. METHODS: Semi-structured interviews using thematic analysis were conducted with 18 nurses working in hospital and community settings. RESULTS: Nurses are concerned with their ability to recognise the specific nature and complex needs associated with patients' intellectual disabilities, promoting quality care by managing the behavioural and communication challenges, as well as coping with the perceived lack of time and organisation within the work environment. Current strategies involve trying to promote the continuity of care. Participants also identified their learning needs, which are relational and informational in nature. CONCLUSIONS: Nurses appear typically mindful of wanting to provide quality care to patients who have an intellectual disability, while recognising that there are many contextual and practical elements that require improvement to ensure the security of these patients. RELEVANCE TO CLINICAL PRACTICE: Nurses must be educated to adapt to findings emerging from current research showing that people with an intellectual disability want to be part of their local communities and encourage these persons to do so. This can be facilitated through the adoption of specific guidelines, protocols and care programmes. Further research is needed to develop a better understanding of the expectations of these patients and their caregivers, focusing on self-advocacy as well as health promotion techniques, with the goal of enhancing personalised practice standards and reducing health education inequalities for these patients.",0,0,
206,207,The American Society of Clinical Psychopharmacology Survey of Psychopharmacologists' Practice Patterns for the Treatment of Mood Disorders,"BACKGROUND: Optimal successive treatment decisions are not well established after an initial medication nonresponse in major depressive disorder or bipolar disorder. While practice guidelines offer consensus-based expert treatment recommendations, little is known about ""real world"" pharmacology decision making by practicing psychopharmacologists. MATERIALS AND METHODS: We surveyed via Internet the national membership of the American Society of Clinical Psychopharmacology (ASCP) to study preferred pharmacotherapy strategies and factors that influence medication choices for patients with mood disorders. RESULTS: Surveys were returned by 154/752 ASCP members (21%). After nonresponse to a serotonin reuptake inhibitor in major depressive disorder, participants equally favored switching within or across antidepressant classes. After a partial response, adjunctive bupropion was the preferred intervention, followed by changing antidepressant classes. Atypical antipsychotic augmentation was only a fourth-line consideration, even though moderate or marked efficacy was perceived in most instances with olanzapine, aripiprazole, and quetiapine. Respondents favored avoiding antidepressants in bipolar I patients with mixed/cycling features or prior antidepressant-associated mania/hypomania. In rapid cyclers, they advocated antidepressant cessation and preferred the use of atypical antipsychotics and lamotrigine. CONCLUSIONS: Participating psychopharmacologists treating adults with mood disorders report prescribing medications that largely mirror the evidence base with only a few notable exceptions, in consideration of the characteristics of definable clinical subpopulations.",0,0,
207,208,Combined Diet and Physical Activity Promotion Programs to Prevent Type 2 Diabetes Among Persons at Increased Risk: A Systematic Review for the Community Preventive Services Task Force,"Background: Trials have shown efficacy of rigorous diet and physical activity promotion programs to reduce diabetes incidence and improve glycemic measures in adults at increased risk for type 2 diabetes. Purpose: To evaluate diet and physical activity promotion programs for persons at increased risk for type 2 diabetes, primarily to reduce diabetes risk and decrease body weight and glycemia. Data Sources: MEDLINE, the Cochrane Central Register of Controlled Trials, CAB Abstracts, Global Health, and Ovid Health- STAR from 1991 through 27 February 2015, with no language restriction. Study Selection: 8 researchers screened articles for singlegroup or comparative studies of combined diet and physical activity promotion programs with at least 2 sessions over at least 3 months in participants at increased risk for type 2 diabetes. Data Extraction: 7 researchers extracted data on study design""; participant, intervention, and outcome descriptions;"" and results and assessed study quality. Data Synthesis: 53 studies (30 of diet and physical activity promotion programs vs. usual care, 13 of more intensive vs. less intensive programs, and 13 of single programs) evaluated 66 programs. Compared with usual care, diet and physical activity promotion programs reduced type 2 diabetes incidence (risk ratio [RR], 0.59 [95% CI, 0.52 to 0.66]) (16 studies), decreased body weight (net change,-2.2% [CI,-2.9% to-1.4%]) (24 studies) and fasting blood glucose level (net change, -0.12 mmol/L [-2.2 mg/dL] [CI, -0.20 to -0.05 mmol/L {-3.6 to -0.9 mg/ dL}]) (17 studies), and improved other cardiometabolic risk factors. Evidence for clinical events was limited. More intensive programs were more effective. Limitations: Wide variation in diet and physical activity promotion programs limited identification of features most relevant to effectiveness. Evidence on clinical outcomes and in children was sparse. Conclusion: Combined diet and physical activity promotion programs are effective at decreasing diabetes incidence and improving cardiometabolic risk factors in persons at increased risk. More intensive programs are more effective.",0,0,
208,209,"An integrated framework for safety, quality and risk management: an information and incident management system based on a universal patient safety classification","More needs to be done to improve safety and quality and to manage risks in health care. Existing processes are fragmented and there is no single comprehensive source of information about what goes wrong. An integrated framework for the management of safety, quality and risk is needed, with an information and incident management system based on a universal patient safety classification. The World Alliance for Patient Safety provides a platform for the development of a coherent approach"";"" 43 desirable attributes for such an approach are discussed. An example of an incident management and information system serving a patient safety classification is presented, with a brief account of how and where it is currently used. Any such system is valueless unless it improves safety and quality. Quadruple-loop learning (personal, local, national and international) is proposed with examples of how an exemplar system has been successfully used at the various levels. There is currently an opportunity to “get it right” by international cooperation via the World Health Organization to develop an integrated framework incorporating systems that can accommodate information from all sources, manage and monitor things that go wrong, and allow the worldwide sharing of information and the dissemination of tools for the implementation of strategies which have been shown to work.",0,0,
209,210,Influencing antibiotic prescribing by prescriber feedback and management guidelines: a 5-year follow-up,"BACKGROUND: The extent of use of antibiotics for upper respiratory tract infection (URTI) prompted a previous study of an educational intervention based on prescriber feedback and management guidelines. This study demonstrated a reduction in antibiotic prescribing for URTI and a more appropriate choice of antibiotic for tonsillitis/streptococcal pharyngitis. There are few long-term follow-up studies of educational programmes of this kind. OBJECTIVES: This follow-up study aimed to examine if the reduction in antibiotic prescribing observed in the intervention group of the original study remained present after 5 years, and how the prescribing behaviour of the GPs involved in the follow-up differed from a large national survey of GP prescribing. METHODS: Attempts were made to contact the 157 GPs involved in the original study. Of these, 121 were both located and currently working in general practice. Ninety-six consented to take part and, of these, 79 completed a morbidity and treatment survey of 100 patient encounters (response rate 65.3%). RESULTS: The intervention group (n = 37) maintained their pattern of prescribing of antibiotics for URTI and choice of antibiotic for tonsillitis/streptococcal pharyngitis, with no significant change between the completion of the original study and the 5-year follow-up. The control group (n = 42) showed a downward trend in antibiotic prescribing for URTI, with the effect that no significant differences remained between groups at the 5-year follow-up. At the 5-year follow-up, both groups prescribed significantly fewer antibiotics for URTI and showed greater adherence to prescribing guidelines for tonsillitis/streptococcal pharyngitis than participants in a large national GP survey (n = 984). CONCLUSION: This study demonstrated maintenance of prescribing behaviour in the intervention group in the long term. However, the changes in prescribing observed in the control group and the power limitations of the study make it uncertain whether this was the result of a sustained effect of the educational intervention. The differences in both groups from the large national GP survey suggest that other influences on prescribing (such as participation in vocational training for general practice) were also having an important effect.",0,0,
210,211,Transfusion Medicine,"The evolution of transfusion medicine into a clinically oriented discipline emphasising patient care has been accompanied by challenges that need to be faced as specialists look to the future. Emerging issues that affect blood safety and blood supply, such as pathogen inactivation and more stringent donor screening questions, bring new pressures on the availability of an affordable blood supply. Imminent alternatives for management of anaemia, such as oxygen carriers, hold great promise but, if available, will require close oversight. With current estimates of HIV or hepatitis C viral (HCV) transmission approaching one in 2 000 000 units transfused, keeping to a minimum bacterial contamination of platelet products (one in 2000) and errors in transfusion, with its estimated one in 800 000 mortality rate, assume great urgency. Finally, serious difficulties in blood safety and availability for poor, developing countries require innovative strategies and commitment of resources.",0,0,
211,212,Protocol for a systematic review of evaluation research for adults who have participated in the 'SMART recovery' mutual support programme,"INTRODUCTION: Self-Management and Recovery Training (SMART Recovery) offers an alternative to predominant 12-step approaches to mutual aid (eg, alcoholics anonymous). Although the principles (eg, self-efficacy) and therapeutic approaches (eg, motivational interviewing and cognitive behavioural therapy) of SMART Recovery are evidence based, further clarity regarding the direct evidence of its effectiveness as a mutual aid package is needed. Relative to methodologically rigorous reviews supporting the efficacy of 12-step approaches, to date, reviews of SMART Recovery have been descriptive. We aim to address this gap by providing a comprehensive overview of the evidence for SMART Recovery in adults with problematic alcohol, substance and/or behavioural addiction, including a commentary on outcomes assessed, potential mediators, feasibility (including economic outcomes) and a critical evaluation of the methods used. METHODS AND ANALYSIS: Methods are informed by the Cochrane Guidelines for Systematic Reviews and the Preferred Reporting Items for Systematic Reviews and Meta-Analysis statement. 6 electronic peer-reviewed and 4 grey literature databases have been identified. Preliminary searches have been conducted for SMART Recovery literature (liberal inclusion criteria, not restricted to randomised controlled trials (RCTs), qualitative-only designs excluded). Eligible 'evaluation' articles will be assessed against standardised criteria and checked by an independent assessor. The searches will be re-run just before final analyses and further studies retrieved for inclusion. A narrative synthesis of the findings will be reported, structured around intervention type and content, population characteristics, and outcomes. Where possible, 'summary of findings' tables will be generated for each comparison. When data are available, we will calculate a risk ratio and its 95% CI (dichotomous outcomes) and/or effect size according to Cohen's formula (continuous outcomes) for the primary outcome of each trial. ETHICS AND DISSEMINATION: No ethical issues are foreseen. Findings will be disseminated widely to clinicians and researchers via journal publication and conference presentation(s). PROSPERO REGISTRATION NUMBER: CRD42015025574.",0,0,
212,213,"Randomised controlled trial of Alexander technique lessons, exercise, and massage (ATEAM) for chronic and recurrent back pain: economic evaluation","OBJECTIVE An economic evaluation of therapeutic massage, exercise, and lessons in the Alexander technique for treating persistent back pain. DESIGN Cost consequences study and cost effectiveness analysis at 12 month follow-up of a factorial randomised controlled trial. PARTICIPANTS 579 patients with chronic or recurrent low back pain recruited from primary care. INTERVENTIONS Normal care (control), massage, and six or 24 lessons in the Alexander technique. Half of each group were randomised to a prescription for exercise from a doctor plus behavioural counselling from a nurse. MAIN OUTCOME MEASURES Costs to the NHS and to participants. Comparison of costs with Roland-Morris disability score (number of activities impaired by pain), days in pain, and quality adjusted life years (QALYs). Comparison of NHS costs with QALY gain, using incremental cost effectiveness ratios and cost effectiveness acceptability curves. RESULTS Intervention costs ranged from pound30 for exercise prescription to pound596 for 24 lessons in Alexander technique plus exercise. Cost of health services ranged from pound50 for 24 lessons in Alexander technique to pound124 for exercise. Incremental cost effectiveness analysis of single therapies showed that exercise offered best value ( pound61 per point on disability score, pound9 per additional pain-free day, pound2847 per QALY gain). For two-stage therapy, six lessons in Alexander technique combined with exercise was the best value (additional pound64 per point on disability score, pound43 per additional pain-free day, pound5332 per QALY gain). CONCLUSIONS An exercise prescription and six lessons in Alexander technique alone were both more than 85% likely to be cost effective at values above pound20 000 per QALY, but the Alexander technique performed better than exercise on the full range of outcomes. A combination of six lessons in Alexander technique lessons followed by exercise was the most effective and cost effective option.",0,0,
213,214,Psychiatric experimentation: the lessons of history,,0,0,
214,215,"The effects of maternal depression, anxiety, and perceived stress during pregnancy on preterm birth: A systematic review","BACKGROUND: Experiencing psychological distress such as depression, anxiety, and/or perceived stress during pregnancy may increase the risk for adverse birth outcomes, including preterm birth. Clarifying the association between exposure and outcome may improve the understanding of risk factors for prematurity and guide future clinical and research practices. AIM: The aims of the present review were to outline the evidence on the risk of preterm associated with antenatal depression, anxiety, and stress. METHODS: Four electronic database searches were conducted to identify quantitative population-based, multi-centre, cohort studies and randomised-controlled trial studies focusing on the association between antenatal depression, anxiety, and stress, and preterm birth published in English between 1980 and 2013. FINDINGS: Of 1469 electronically retrieved articles, 39 peer-reviewed studies met the final selection criteria and were included in this review following the PRISMA and MOOSE review guidelines. Information was extracted on study characteristics"";"" depression, anxiety and perceived stress were examined as separate and combined exposures. There is strong evidence that antenatal distress during the pregnancy increases the likelihood of preterm birth. CONCLUSION: Complex paths of significant interactions between depression, anxiety and stress, risk factors and preterm birth were indicated in both direct and indirect ways. The effects of pregnancy distress were associated with spontaneous but not with medically indicated preterm birth. Health practitioners engaged in providing perinatal care to women, such as obstetricians, midwives, nurses, and mental health specialists need to provide appropriate support to women experiencing psychological distress in order to improve outcomes for both mothers and infants.",0,0,
215,216,A review of quantitative studies of adherence to mental health clinical practice guidelines,"Mental health clinical practice guidelines have proliferated, but there is little evidence regarding the degree to which they are actually implemented in clinical practice. The goal of this study was to locate and review all peer-reviewed reports published through 2000 that provide quantitative information on rates of adherence to specific mental health guidelines. A literature search yielded 41 pertinent studies. These studies were of three types: 26 were cross-sectional investigations performed after the release of guidelines, six were conducted before and after release of guidelines without any specific intervention (pre/post), and nine involved a controlled trial of a specific intervention. Only 37% were conducted in the mental health specialty sector. Adequate adherence was found in 27% of the cross-sectional and pre/post studies but in 67% of the controlled trials. Successful interventions tended to be complex, involving system redesign or additional resources. Only six of 13 investigations (46%) that also measured patient outcome found that better outcome was associated with greater guideline adherence. Several studies showed that after cessation of interventions, adherence rates returned to preintervention levels. Thus, evidence indicates that guideline adherence is not high without specific intervention, but that certain interventions (typically multifaceted and resource-intensive ones) improve adherence. However, the public health challenge is to design and implement interventions that are sustainable in general clinical practice.",0,0,
216,217,Psychoeducation: improving outcomes in bipolar disorder,"BACKGROUND: A relevant paradigm shift in the treatment of bipolar disorder started a few years ago"";"" crucial findings on the usefulness of psychological interventions clearly support switching from an exclusively pharmacological therapeutic approach to a combined yet hierarchical model in which pharmacotherapy plays a central role, but psychological interventions may help cover the gap that exists between theoretical efficacy and ""real world"" effectiveness. Hereby we review the efficacy of several adjunctive psychotherapies in the maintenance treatment of bipolar patients. METHODS: A systematic review of the literature on the issue was performed, using MEDLINE and CURRENT CONTENTS databases. ""Bipolar"", ""Psychotherapy"", ""Psychoeducation"", ""Cognitive-behavioral"" and ""Relapse prevention"" were entered as keywords. RESULTS: Psychological treatments specifically designed for relapse prevention in bipolar affective disorder are useful tools in conjunction with mood stabilizers. Most of the psychotherapy studies recently published report positive results on maintenance as an add-on treatment, and efficacy on the treatment of depressive episodes. Interestingly, several groups from all over the world reported similar positive results and reached very similar conclusions"";"" almost every intervention tested contains important psychoeducative elements including both compliance enhancement and early identification of prodromal signs - stressing the importance of life-style regularity - and exploring patients' health beliefs and illness-awareness. CONCLUSIONS: The usefulness of psychotherapy for improving treatment adherence and clinical outcome of bipolar patients is nowadays unquestionable, and future treatment guidelines should promote its regular use amongst clinicians. As clinicians, it is our major duty, to offer the best treatment available to our patients and this includes both evidence-based psychoeducation programs and newer pharmacological agents.",0,0,
217,218,Managing panic attacks in emergency patients,"Patients experiencing panic attacks often seek help at emergency departments. However, the symptoms of panic can be difficult to distinguish from some common medical emergencies. Furthermore, many emergency medicine clinicians may not be equipped to deal effectively with panic attacks and related psychiatric conditions such as panic disorder and agoraphobia. Early misdiagnosis and inadequate management of panic attacks can have devastating long-term clinical and financial consequences. The purpose of this paper is to provide information designed to increase the comfort and efficacy of emergency physicians and allied professionals in dealing with panic attacks. The authors offer guidelines regarding differential diagnosis, present strategies for management of acute symptoms of panic and anxiety, and make recommendations for brief postpanic clinical intervention.",0,0,
218,219,Printed educational messages fail to increase use of thiazides as first-line medication for hypertension in primary care: a cluster randomized controlled trial [ISRCTN72772651,"BACKGROUND: Evidence on the effectiveness of printed educational messages in contributing to increasing evidence-based clinical practice is contradictory. Nonetheless, these messages flood physician offices, in an attempt to promote treatments that can reduce costs while improving patient outcomes. This study evaluated the ability of printed educational messages to promote the choice of thiazides as the first-line treatment for individuals newly diagnosed with hypertension, a practice supported by good evidence and included in guidelines, and one which could reduce costs to the health care system. METHODS: The study uses a pragmatic, cluster randomized controlled trial (randomized by physician practice group). SETTING: The setting involves all Ontario general/family practice physicians. Messages advising the use of thiazides as the first-line treatment of hypertension were mailed to each physician in conjunction with a widely read professional newsletter. Physicians were randomized to receive differing versions of printed educational messages: an ""insert"" (two-page evidence-based article) and/or one of two different versions of an ""outsert"" (short, directive message stapled to the outside of the newsletter). One outsert was developed without an explicit theory and one with messages developed targeting factors from the theory of planned behaviour or neither (newsletter only, with no mention of thiazides). The percentage of patients aged over 65 and newly diagnosed with hypertension who were prescribed a thiazide as the sole initial prescription medication. The effect of the intervention was estimated using a logistic regression model estimated using generalized estimating equation methods to account for the clustering of patients within physician practices. RESULTS: Four thousand five hundred four physicians (with 23,508 patients) were randomized, providing 97 % power to detect a 5 % absolute increase in prescription of thiazides. No intervention effect was detected. Thiazides were prescribed to 27.6 % of the patients who saw control physicians, 27.4 % for the insert, 26.8 % for the outsert and 28.3 % of the patients who saw insert + outsert physicians, p = 0.54. CONCLUSIONS: The study conclusively failed to demonstrate any impact of the printed educational messages on increasing prescribing of thiazide diuretics for first-line management of hypertension. TRIAL REGISTRATION: ISRCTN72772651.",0,1,
219,220,'Can practice undertaken by patients be increased simply through implementing agreed national guidelines?' An observational study,"OBJECTIVE: To increase autonomous practice time of patients on the stroke unit of a nursing home. INTERVENTION: Nurses stimulated and coached patients with the help of four interventions (muscle strengthening, sitting balance and reach, getting up from a chair, walking) from the evidence-based Clinical Nursing Rehabilitation Stroke Guidelines. DESIGN: An observational study. Practice time of elderly stroke patients in this study was compared with the time observed in our previous study in the same setting. SETTING: Rehabilitation units of a nursing home in the Netherlands. SUBJECTS: Seventeen frail stroke patients, including 8 men, 9 women, with a mean age of 75.8 (SD +/- 9) and 17 subjects with the same characteristics who participated in a previous observational study. MAIN MEASURES: Time spent on therapeutic activities was measured using the Behavioral Mapping method. RESULTS: The time spent on therapeutic activities increased significantly from 103.5 minutes measured in our previous study to 156.5 minutes in this study (Z = 2.86""; P < 0.005;"" d' = 1.09) The mean Barthel Index score was 8.8 (SD +/- 4.1). The patients with more possibilities were more active, resulting in a significant positive Barthel Index-therapy time relationship (r = 0.73, P </= 0.001). CONCLUSIONS: The autonomous practice time of older fragile comorbid stroke patients increased during the weekdays. Patients, stimulated and challenged by nurses, exercise harder and more according to their possibilities. Since this guideline was developed especially for nurses, nurses can stimulate stroke patients to contribute more to autonomous practice and therefore help their recovery.",0,0,
220,221,Oncologist Perspectives on Rare Cancer Care: A Nationwide Survey,"PURPOSE: In response to the challenges and difficulties imposed by rare cancers, multi-stakeholder initiatives dedicated to improving rare cancer care was launched, and several recommendations were made by professional societies. However, these primarily reflect the view of the advocates and supporters, and may not represent the views of the ""average"" clinician or researcher. In this study, we sought to investigate perceived difficulties with regard to rare cancer care and potential solutions endorsed by oncologists. MATERIALS AND METHODS: A representative sample of 420 oncologists recruited in 13 cancer centers participated in a nationwide survey. RESULTS: Oncologists faced various difficulties in treatment of patients with rare cancers, including the lack of clinical practice guidelines (65.7%) and personal experience (65.2%), lack of approved treatment options (39.8%), and reimbursement issues (44.5%). They were generally supportive of recent recommendations by multi-stakeholder initiatives as well as professional societies for development of clear clinical practice guidelines (66.0%), flexible reimbursement guidelines (52.9%), and a national rare cancer registry (47.4%). However, there was only moderate endorsement for referrals to high-volume centers (35.5%) and encouragement of off-label treatments (21.0%). CONCLUSION: Insights into the general attitudes of oncologists gained through our nationwide survey of representative samples would be helpful in development of clinical practices and public health policies in rare cancer treatment and research.",0,0,
221,222,An educational intervention reduces the rate of inappropriate echocardiograms on an inpatient medical service,"OBJECTIVES: This study sought to prospectively study the impact of an appropriate use criteria (AUC)-based educational intervention on transthoracic echocardiography (TTE) ordering among house staff on the inpatient general internal medicine service at an academic medical center. BACKGROUND: AUC for TTE were developed in response to concerns about inappropriate use of TTE. To date, educational interventions based on the AUC to reduce inappropriate use of TTE have not been prospectively studied. METHODS: A prospective, time series analysis of an educational intervention was conducted and then compared with TTE ordering on the same medical service during a control period. The intervention consisted of: 1) a lecture to house staff on the 2011 AUC for TTE""; 2) a pocket card that applied the AUC to common clinical scenarios;"" and 3) biweekly e-mail feedback regarding ordering behavior. TTE ordering was tracked over the intervention period on a daily basis and feedback reports were e-mailed at 2-week intervals. The primary outcome was the proportion of inappropriate and appropriate TTE ordered during the intervention period. RESULTS: Of all TTEs ordered in the control and study periods, 99% and 98%, respectively, were classifiable using the 2011 AUC. During the study period, there was a 26% reduction in the number of TTE ordered per day compared with the number ordered during the control period (2.9 vs. 3.9 TTE, p < 0.001). During the study period, the proportion of inappropriate TTE was significantly lower (5% vs. 13%, p < 0.001) and the proportion of appropriate TTE was significantly higher (93% vs. 84%, p < 0.001). CONCLUSIONS: A simple educational intervention produced a significant reduction in the proportion of inappropriate TTE and increased the proportion of appropriate TTE ordered on an inpatient academic medical service. This study provides a practical approach for using the AUC to reduce the number of inappropriate TTE. Further study in other practice environments is warranted.",0,0,
222,223,Barriers and enablers to implementing multiple stroke guideline recommendations: a qualitative study,"BACKGROUND: Translating evidence into practice is an important final step in the process of evidence-based practice. Medical record audits can be used to examine how well practice compares with published evidence, and identify evidence-practice gaps. After providing audit feedback to professionals, local barriers to practice change can be identified and targetted with focussed behaviour change interventions. This study aimed to identify barriers and enablers to implementing multiple stroke guideline recommendations at one Australian stroke unit. METHODS: A qualitative methodology was used. A sample of 28 allied health, nursing and medical professionals participated in a group or individual interview. These interviews occurred after staff had received audit feedback and identified areas for practice change. Questions focused on barriers and enablers to implementing guideline recommendations about management of: upper limb sensory impairments, mobility including sitting balance""; vision; anxiety and depression; neglect; swallowing; communication; education for stroke survivors and carers; advice about return to work and driving. Qualitative data were analysed for themes using theoretical domains described by Michie and colleagues (2005). RESULTS: Six group and two individual interviews were conducted, involving six disciplines. Barriers were different across disciplines. The six key barriers identified were: (1) Beliefs about capabilities of individual professionals and their discipline, and about patient capabilities (2) Beliefs about the consequences, positive and negative, of implementing the recommendations (3) Memory of, and attention to, best practices (4) Knowledge and skills required to implement best practice;"" (5) Intention and motivation to implement best practice, and (6) Resources. Some barriers were also enablers to change. For example, occupational therapists required new knowledge and skills (a barrier), to better manage sensation and neglect impairments while physiotherapists generally knew how to implement best-practice mobility rehabilitation (an enabler). CONCLUSIONS: Findings add to current knowledge about barriers to change and implementation of multiple guideline recommendations. Major challenges included sexuality education and depression screening. Limited knowledge and skills was a common barrier. Knowledge about specific interventions was needed before implementation could commence, and to maintain treatment fidelity. The provision of detailed online intervention protocols and manuals may help clinicians to overcome the knowledge barrier.",0,0,
